sample_name	sample_name_original	barcode_prefix	sample_type	emp500_shotgun_assembly_sample_name	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	lcms_sampling_material	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_pi_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	empo_salinity	empo_v2_2	empo_v2_3a	empo_v2_3b	empo_v2_4a	empo_v2_4b	empo_4	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	read_count_shotgun_woltka_norm	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	alpha_shotgun_woltka_norm_10perc_min6550_richness	alpha_shotgun_woltka_norm_10perc_min6550_shannon	alpha_shotgun_woltka_norm_10perc_min6550_faithspd	alpha_shotgun_woltka_norm_10perc_rar6550_richness	alpha_shotgun_woltka_norm_10perc_rar6550_shannon	alpha_shotgun_woltka_norm_10perc_rar6550_faithspd	alpha_shotgun_woltka_norm_noSingletons_min6550_richness	alpha_shotgun_woltka_norm_noSingletons_min6550_shannon	alpha_shotgun_woltka_norm_noSingletons_min6550_faithspd	alpha_shotgun_woltka_norm_noSingletons_rar6550_richness	alpha_shotgun_woltka_norm_noSingletons_rar6550_shannon	alpha_shotgun_woltka_norm_noSingletons_rar6550_faithspd	alpha_lcms_cmn_microbial_shannon	alpha_lcms_cmn_microbial_richness	alpha_lcms_cmn_shannon	alpha_lcms_cmn_richness	alpha_lcms_fbmn_microbial_richness	alpha_lcms_fbmn_microbial_noSingletons_richness	alpha_gcms_filt50_shannon	alpha_gcms_filt50_richness	songbird_trainTest_5050_empo_3	songbird_trainTest_5050_env_material	songbird_trainTest_8020_empo_3	songbird_trainTest_8020_env_material	songbird_trainTest_8020_empo_4
13114.minich.76.s005	Minich76.PM	minich.76.s005	stool	fecal_livestock	EMP_Feces_minich_76_s005_a03_M_265	265	note applicable	UCSD	5B4_2_78_minich-76-s005-a04.mzML	5B4_2_78_minich-76-s005-a04	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	07/01/2015 0:00	not applicable	not applicable	pig manure	782	Minich	76	Minich76	Livestock feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	dense settlement biome	host-associated habitat	animal manure	host-associated	host-associated	Malawi:Zomba	PM1	not applicable	15.2769	35.3989	Malawi fish pond manuring	gut metagenome	12433199	795295	2010479	1077302	1088	5.545228852	159.9780931	311	5.379653163	56.22977331	2271	5.124040175	344.573057	2269	5.124000139	344.1725092	504	5.042729933	108.33799	2861	5.704639931486589	351.96014885645263	622	5.560582392060665	110.51335001963162	2861	5.704639931486589	351.96014885645263	622	5.560582392060665	110.51335001963162	5.9154045603437835	87	7.715381956304862	721	3713	3713	5.372527330042201	189	Train	Train	Train	Test	Test
13114.minich.76.s006	Minich76.QM	minich.76.s006	stool	fecal_livestock	EMP_Feces_minich_76_s006_a03_M_266	266	note applicable	UCSD	5B3_2_71_minich-76-s006-a04.mzML	5B3_2_71_minich-76-s006-a04	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	07/01/2015 0:00	not applicable	not applicable	quail manure	782	Minich	76	Minich76	Livestock feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	dense settlement biome	host-associated habitat	animal manure	host-associated	host-associated	Malawi:Zomba	QM1	not applicable	15.2769	35.3989	Malawi fish pond manuring	gut metagenome	10254311	1671015	9305734	7146329	470	3.648686023	86.12629143	72	3.584038243	19.33208841	1265	4.468329425	187.8371037	1260	4.467262659	187.5975742	243	4.451354956	51.53238145	1709	3.9491621730597504	221.4876098061784	197	3.8977374391546262	46.00311787404621	1709	3.9491621730597504	221.4876098061784	197	3.8977374391546262	46.00311787404621	4.583163679595329	93	7.89984448213037	1141	3373	3373	5.030047148020321	185	Test	Train	Train	Test	Test
13114.mousseau.88.s001	Mousseau88.FIN.17	mousseau.88.s001	stool	fecal_voles	EMP_Feces_mousseau_88_s001_a02_M_285	285	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5/26/16 13:05	not applicable	not applicable	Chernobyl vole feces mousseau.88.s001	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	17	not applicable	51.381883	30.037636	Chernobyl Microbiome project_LA	gut metagenome	7417403	30174	124118	65775	317	5.216708321	69.89812126	202	5.12431999	48.39645803	488	5.4154819	103.0593552	487	5.415120378	103.0241718	366	5.360442306	81.47165138	919	7.146817152444085	153.19682523057418	575	7.077197843670088	99.63293923380365	919	7.146817152444085	153.19682523057418	575	7.077197843670088	99.63293923380365	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5.221221877713186	176	Test	Train	Train	Train	Train
13114.mousseau.88.s002	Mousseau88.FIN.18	mousseau.88.s002	stool	fecal_voles	not applicable	not applicable	not applicable	not applicable	5E1_4_11_mousseau-88-s002-a02.mzML	5E1_4_11_mousseau-88-s002-a02	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	5/26/16 13:15	not applicable	not applicable	Chernobyl vole feces mousseau.88.s002	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	18	not applicable	51.384605	30.057874	Chernobyl Microbiome project_LA	gut metagenome	1983796	11756	35267	20107	199	3.171624663	49.41993521	148	3.173905005	40.92211271	247	3.279072457	59.58581283	247	3.279072457	59.58581283	246	3.289081548	59.5484626	554	5.598404709249545	96.60856827947282	460	5.540785116609397	82.16435117575952	554	5.598404709249545	96.60856827947282	460	5.540785116609397	82.16435117575952	3.253539294240159	23	6.3487019878279165	288	3071	3071	not applicable	not applicable	Test	Train	Train	Train	Train
13114.mousseau.88.s003	Mousseau88.FIN.22	mousseau.88.s003	stool	fecal_voles	EMP_Feces_mousseau_88_s003_a02_M_294	294	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5/27/16 11:55	not applicable	not applicable	Chernobyl vole feces mousseau.88.s003	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	22	not applicable	51.385139	30.038926	Chernobyl Microbiome project_LA	gut metagenome	4135265	27724	58640	50414	246	4.975548441	56.88271425	155	4.905724601	36.89981178	353	5.243772281	79.76993718	353	5.243772281	79.76993718	274	5.217926787	62.25063835	631	6.495721582949366	111.81117612392904	415	6.4209117605047465	76.64445535588129	631	6.495721582949366	111.81117612392904	415	6.4209117605047465	76.64445535588129	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	4.520105603544181	181	Test	Train	Train	Train	Train
13114.mousseau.88.s004	Mousseau88.FIN.24	mousseau.88.s004	stool	fecal_voles	not applicable	not applicable	not applicable	not applicable	5F1_4_26_mousseau-88-s004-a02.mzML	5F1_4_26_mousseau-88-s004-a02	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	5/27/16 12:27	not applicable	not applicable	Chernobyl vole feces mousseau.88.s004	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	24	not applicable	51.385139	30.038926	Chernobyl Microbiome project_LA	gut metagenome	68990	478	705	637	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	44	3.75638469	17.14714547	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5.199165691980335	67	8.02823015215115	699	3588	3588	not applicable	not applicable	Test	Train	Train	Train	Train
13114.mousseau.88.s005	Mousseau88.FIN.27	mousseau.88.s005	stool	fecal_voles	not applicable	not applicable	not applicable	not applicable	5F9_4_37_mousseau-88-s005-a02.mzML	5F9_4_37_mousseau-88-s005-a02	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	5/27/16 12:30	not applicable	not applicable	Chernobyl vole feces mousseau.88.s005	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	27	not applicable	51.390412	30.072309	Chernobyl Microbiome project_LA	gut metagenome	5374869	19083	79706	40501	258	5.405052078	60.21792985	193	5.39736836	46.74159084	369	5.558400951	82.86189119	369	5.558400951	82.86189119	332	5.549492362	77.59870459	674	6.953034872541699	117.13596116001804	488	6.879247992695089	89.9627628353769	674	6.953034872541699	117.13596116001804	488	6.879247992695089	89.9627628353769	5.036291730731217	100	7.709530787593567	956	3437	3437	not applicable	not applicable	Train	Train	Train	Train	Train
13114.mousseau.88.s006	Mousseau88.FIN.29	mousseau.88.s006	stool	fecal_voles	not applicable	not applicable	not applicable	not applicable	5G1_4_41_mousseau-88-s006-a02.mzML	5G1_4_41_mousseau-88-s006-a02	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	5/27/16 12:37	not applicable	not applicable	Chernobyl vole feces mousseau.88.s006	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	29	not applicable	51.381883	30.037636	Chernobyl Microbiome project_LA	gut metagenome	3362020	18849	32641	36862	275	4.929574577	61.39779363	179	4.895407321	44.19457467	346	5.064842078	77.27419539	346	5.064842078	77.27419539	305	5.05903541	70.75855313	623	6.300347626742029	110.80169009463134	433	6.222667196850039	83.3564905391354	623	6.300347626742029	110.80169009463134	433	6.222667196850039	83.3564905391354	2.707293171600388	16	6.380158840735784	258	2978	2978	not applicable	not applicable	Train	Train	Train	Train	Train
13114.mousseau.88.s007	Mousseau88.FIN.30	mousseau.88.s007	stool	fecal_voles	not applicable	not applicable	not applicable	not applicable	5E3_4_14_mousseau-88-s007-a02.mzML	5E3_4_14_mousseau-88-s007-a02	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	5/27/16 12:41	not applicable	not applicable	Chernobyl vole feces mousseau.88.s007	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	30	not applicable	51.381883	30.037636	Chernobyl Microbiome project_LA	gut metagenome	2138357	11168	23373	20966	194	5.190391994	47.44832971	160	5.207788451	41.60997315	247	5.383215664	59.45521628	247	5.383215664	59.45521628	246	5.381268292	59.2123747	591	6.7317659431412515	102.12562325218869	467	6.6896936921349806	85.05219093976916	591	6.7317659431412515	102.12562325218869	467	6.6896936921349806	85.05219093976916	2.172575538704021	13	4.890787460503986	246	3022	3022	not applicable	not applicable	Train	Train	Train	Train	Train
13114.mousseau.88.s008	Mousseau88.FIN.31	mousseau.88.s008	stool	fecal_voles	EMP_Feces_mousseau_88_s008_a02_M_295	295	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5/27/16 12:45	not applicable	not applicable	Chernobyl vole feces mousseau.88.s008	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	31	not applicable	51.381883	30.037636	Chernobyl Microbiome project_LA	gut metagenome	6070729	23570	40981	46147	266	5.136426656	59.33672206	188	5.093250507	44.70181057	372	5.254269322	81.10331317	372	5.254269322	81.10331317	305	5.276681337	67.90340429	665	6.538925176995344	115.48229238225395	446	6.463284103640779	85.05257099921232	665	6.538925176995344	115.48229238225395	446	6.463284103640779	85.05257099921232	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5.745704246540531	180	Test	Train	Train	Train	Train
13114.mousseau.88.s009	Mousseau88.FIN.33	mousseau.88.s009	stool	fecal_voles	not applicable	not applicable	not applicable	not applicable	5F5_4_31_mousseau-88-s009-a02.mzML	5F5_4_31_mousseau-88-s009-a02	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	5/27/16 14:40	not applicable	not applicable	Chernobyl vole feces mousseau.88.s009	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	33	not applicable	51.162931	30.001612	Chernobyl Microbiome project_LA	gut metagenome	3882824	11406	24234	22206	213	5.172772817	55.41055443	167	5.132229811	45.87022895	279	5.394118084	70.28716194	279	5.394118084	70.28716194	275	5.40030586	69.39825099	639	6.822150056831868	111.49975879545764	497	6.766385441347443	90.07693926886463	639	6.822150056831868	111.49975879545764	497	6.766385441347443	90.07693926886463	2.4739125292999766	7	3.512112147362723	148	2608	2608	not applicable	not applicable	Test	Train	Train	Train	Train
13114.mousseau.88.s010	Mousseau88.FIN.45	mousseau.88.s010	stool	fecal_voles	not applicable	not applicable	not applicable	not applicable	5E5_4_17_mousseau-88-s010-a02.mzML	5E5_4_17_mousseau-88-s010-a02	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	5/27/16 15:46	not applicable	not applicable	Chernobyl vole feces mousseau.88.s010	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	45	not applicable	51.212497	30.211561	Chernobyl Microbiome project_LA	gut metagenome	1388356	6787	14735	17065	222	5.470157537	53.36605473	188	5.40965684	47.43172448	280	5.623214909	67.21655148	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	567	7.051991210507409	103.85936072580625	466	7.019682207381838	87.9356562750495	567	7.051991210507409	103.85936072580625	466	7.019682207381838	87.9356562750495	5.220039434894692	79	7.042202517275175	773	3387	3387	not applicable	not applicable	Test	Train	Train	Train	Train
13114.mousseau.88.s011	Mousseau88.FIN.50	mousseau.88.s011	stool	fecal_voles	not applicable	not applicable	not applicable	not applicable	5E6_4_18_mousseau-88-s011-a02.mzML	5E6_4_18_mousseau-88-s011-a02	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	5/27/16 16:11	not applicable	not applicable	Chernobyl vole feces mousseau.88.s011	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	50	not applicable	51.212497	30.211561	Chernobyl Microbiome project_LA	gut metagenome	49876414	3685058	4429318	4754375	1372	5.704162238	202.5291808	310	5.516313193	61.89888223	3013	5.205868168	442.147937	3010	5.205853473	441.9075072	496	5.078028136	112.7010243	3740	6.2685954066030725	446.99072956853	739	6.092196490682074	132.83483761691173	3740	6.2685954066030725	446.99072956853	739	6.092196490682074	132.83483761691173	1.6785580501296438	14	6.231520741296654	275	3065	3065	not applicable	not applicable	Test	Train	Train	Train	Train
13114.mousseau.88.s012	Mousseau88.FIN.52	mousseau.88.s012	stool	fecal_voles	EMP_Feces_mousseau_88_s012_a02_M_286	286	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5/27/16 16:10	not applicable	not applicable	Chernobyl vole feces mousseau.88.s012	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	52	not applicable	51.209477	30.186975	Chernobyl Microbiome project_LA	gut metagenome	175768	1326	4934	6507	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	107	5.196020477	28.11963007	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3.900661379144705	175	Test	Train	Train	Train	Train
13114.mousseau.88.s013	Mousseau88.FIN.55	mousseau.88.s013	stool	fecal_voles	not applicable	not applicable	not applicable	not applicable	5F3_4_28_mousseau-88-s013-a02.mzML	5F3_4_28_mousseau-88-s013-a02	5	Bulk_201901_UCSD	Sample	Bulk	not applicable	5/27/16 16:35	not applicable	not applicable	Chernobyl vole feces mousseau.88.s013	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	55	not applicable	51.212865	30.192893	Chernobyl Microbiome project_LA	gut metagenome	133364	1179	3026	2205	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	116	5.716830888	30.88728671	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2.6890377646306725	14	4.597841805845639	176	2819	2819	not applicable	not applicable	Test	Train	Train	Train	Train
13114.mousseau.88.s014	Mousseau88.FIN.59	mousseau.88.s014	stool	fecal_voles	EMP_Feces_mousseau_88_s014_a02_M_287	287	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5/27/16 17:11	not applicable	not applicable	Chernobyl vole feces mousseau.88.s014	113.1	Mousseau	88	Mousseau88	Chernobyl vole feces	EMP sample	Host-associated	Animal	Animal distal gut	Non-saline	Host-associated (non-saline)	Animal (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	Animal distal gut (non-saline)	temperate mixed forest biome	host-associated habitat	feces	host-associated	host-associated	Ukraine:City of Chernobyl	59	not applicable	51.212865	30.192893	Chernobyl Microbiome project_LA	gut metagenome	5681581	27110	206572	70176	281	5.159789997	64.0774512	188	5.14089665	47.0430822	397	5.352300947	86.06560214	397	5.352300947	86.06560214	332	5.331786765	75.03745208	815	6.8843369178229175	137.91997753379428	518	6.826875741373892	96.23556623227705	815	6.8843369178229175	137.91997753379428	518	6.826875741373892	96.23556623227705	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	5.207586400497995	178	Train	Train	Train	Train	Train
